item_name,price,shop,image
荣耀Play4T 全网通6GB+128GB大内存 幻夜黑 4000mAh大电池 4800万AI摄影  6.3英寸魅眼屏,1199.00,荣耀京东自营旗舰店,https://img10.360buyimg.com/n7/jfs/t1/105732/27/17609/262062/5e8c49e0E88ebfa8b/3b57d0fc68f3baf1.jpg
Redmi 8A 5000mAh大电量 大字体大音量大内存 骁龙八核处理器 AI人脸解锁 莱茵护眼全面屏 4GB+64GB 耀夜黑 游戏智能老人手机 小米 红米,699.00,小米京东自营旗舰店,https://img11.360buyimg.com/n7/jfs/t1/54085/1/13732/194509/5da6d50fE32d0191a/68d0ac29ce4a326d.jpg
荣耀Play4T Pro 麒麟810芯片 OLED屏幕指纹 4800万高感光夜拍三摄 22.5W超级快充 全网通6GB+128GB 冰岛幻境,1499.00,荣耀京东自营旗舰店,https://img11.360buyimg.com/n7/jfs/t1/104812/35/17303/242507/5e848fb1E2c1d6eff/d2db1412dcce1d96.jpg
荣耀Play3 6.39英寸魅眼全视屏 4000mAh大电池 真4800万AI三摄 麒麟710F自研芯片 畅玩全网通6GB+64GB 幻夜黑,989.00,荣耀京东自营旗舰店,https://img13.360buyimg.com/n7/jfs/t1/46183/7/15394/240626/5dc41505E8695eb48/96717b886222b91b.jpg
荣耀9X 麒麟810 4000mAh续航 4800万超清夜拍 6.59英寸升降全面屏 全网通6GB+64GB 魅海蓝,1289.00,荣耀京东自营旗舰店,https://img12.360buyimg.com/n7/jfs/t1/45124/2/5820/397999/5d36c0cdEda359655/61f65ac6aae3146b.jpg
荣耀20青春版 AMOLED屏幕指纹 4000mAh大电池 20W快充 4800万 手机 6GB+64GB 冰岛幻境,1189.00,荣耀京东自营旗舰店,https://img13.360buyimg.com/n7/jfs/t1/76587/14/12877/497285/5da51d7cEbb0bf38c/0f96fe7f6a8596a0.jpg
Redmi Note8 4800万全场景四摄 4000mAh长续航 高通骁龙665 18W快充 小金刚品质保证 4GB+64GB 皓月白 游戏智能手机 小米 红米,899.00,小米京东自营旗舰店,https://img14.360buyimg.com/n7/jfs/t1/65786/38/8555/351173/5d674913E0a3b51f6/8d2e3fadc4cfac3c.jpg
荣耀30S 麒麟820 5G芯片 3倍光学变焦 20倍数字变焦 全网通版8GB+128GB 蝶羽白,2389.00,荣耀京东自营旗舰店,https://img10.360buyimg.com/n7/jfs/t1/114717/38/6659/123673/5ebbd177Ed621712b/ccfec8fb9de3c859.jpg
Apple iPhone 11 (A2223) 128GB 白色 移动联通电信4G手机 双卡双待,5999.00,Apple产品京东自营旗舰店,https://img10.360buyimg.com/n7/jfs/t1/107903/25/18182/169414/5ebe5ab6E7159cdd7/e1f69c3649f58861.jpg
荣耀畅玩9A 6.3英寸珍珠全面屏 震撼大音量 4GB+64GB 蓝水翡翠 移动联通电信4G全面屏手机 双卡双待,899.00,荣耀京东自营旗舰店,https://img14.360buyimg.com/n7/jfs/t1/91386/40/16416/191394/5e79876fEdfa97082/94a6e4a559d3619a.jpg
vivo U3x 4GB+64GB 深湖蓝 5000mAh大电池 18W双引擎闪充 超广角AI三摄 骁龙665处理器 全网通4G手机,949.00,vivo京东自营官方旗舰店,https://img11.360buyimg.com/n7/jfs/t1/57351/6/11206/263380/5d82fdc9E37047c60/48c0bc3ce79c7a07.jpg
Redmi Note8Pro 6400万全场景四摄 液冷游戏芯 4500mAh长续航 NFC 18W快充 红外遥控 6GB+64GB 贝母白 游戏智能手机 小米 红米,1199.00,小米京东自营旗舰店,https://img13.360buyimg.com/n7/jfs/t1/39922/24/15447/189604/5d67a603Ebdb5c6c4/09ddd17f500d721e.jpg
Redmi K30 王一博同款 120Hz流速屏 前置挖孔双摄 6GB+128GB 深海微光 游戏智能手机 小米 红米,1599.00,小米京东自营旗舰店,https://img11.360buyimg.com/n7/jfs/t1/106720/5/6864/102152/5df64dd3E54ef6db2/17cc73b43ad6538d.jpg
vivo Z5x 712升级版 6GB+128GB 极光色 骁龙712处理器 极点屏手机 5000mAh大电池 三摄拍照手机 全网通4G手机,1398.00,iQOO京东官方自营旗舰店,https://img13.360buyimg.com/n7/jfs/t1/124413/33/116/163984/5eb37ecfE83bc43ad/ae5987e893ffbd24.jpg
OPPO K5 8GB+128GB 奇幻森林 6400万超清四摄 VOOC闪充4.0 高通骁龙730G 4G游戏智能手机,1899.00,OPPO京东自营官方旗舰店,https://img11.360buyimg.com/n7/jfs/t1/101754/38/13708/123333/5e5cbe72Edc007748/2ea403d0965bcdf5.jpg
vivo iQOO Neo3 5G 8GB+128GB 夜幕黑 高通骁龙865 144Hz竞速屏 立体双扬 44W闪充 双模5G全网通手机,2998.00,iQOO京东官方自营旗舰店,https://img13.360buyimg.com/n7/jfs/t1/108285/25/13554/506020/5ea1430cE5224bdff/5a9e4dad8e8c3952.jpg
"京品手机	
【超级爆款】华为 HUAWEI P30 超感光徕卡三摄麒麟980AI智能芯片全面屏屏内指纹版手机8GB+128GB天空之境全网通双4G手机",3288.00,华为京东自营官方旗舰店,https://img14.360buyimg.com/n7/jfs/t1/50018/39/8127/229510/5d5b5043E66769ff0/8907776f7bd66d57.jpg
荣耀20 PRO 4800万全焦段AI四摄 双光学防抖 麒麟980 全网通4G 8GB+128GB 幻夜星河 拍照手机,2289.00,荣耀京东自营旗舰店,https://img11.360buyimg.com/n7/jfs/t28822/35/1566945199/293949/86cf3f83/5ce44e3cN9f8622b3.jpg
华为 HUAWEI Mate 30 5G 麒麟990 4000万超感光徕卡影像双超级快充8GB+128GB亮黑色5G全网通游戏手机,4469.00,华为京东自营官方旗舰店,https://img14.360buyimg.com/n7/jfs/t1/50975/30/15545/168609/5dc985c4E06e8dbda/032be1072bde8b82.jpg
华为 HUAWEI nova 7 5G 6400万后置四摄 5G SoC芯片 OLED极点全面屏 8GB+128GB 7号色全网通5G手机,2999.00,华为京东自营官方旗舰店,https://img10.360buyimg.com/n7/jfs/t1/111168/28/2354/102250/5ea18214Eecd55f85/ea37c0760c8a614f.jpg
Apple iPhone 11 Pro Max (A2220) 256GB 暗夜绿色  移动联通电信4G手机 双卡双待,10899.00,Apple产品京东自营旗舰店,https://img13.360buyimg.com/n7/jfs/t1/112338/28/6775/204207/5ebe6212Edda13599/7d790a8ffc8bff06.jpg
华为 HUAWEI P30 Pro 超感光徕卡四摄10倍混合变焦麒麟980芯片屏内指纹 8GB+128GB极光色全网通版双4G手机,3788.00,华为京东自营官方旗舰店,https://img14.360buyimg.com/n7/jfs/t1/19261/13/12605/324178/5c98c7bcE63f668de/ca2762256ec6f931.jpg
华为 HUAWEI nova 5z 麒麟810芯片 4800万AI四摄 3200万人像超级夜景 6GB+128GB 幻夜黑 全网通双卡双待,1599.00,华为京东自营官方旗舰店,https://img10.360buyimg.com/n7/jfs/t1/102600/33/3423/416682/5de0857aE886a013d/7c6b2e7a3f12c9bf.jpg
华为 HUAWEI 畅享8e 青春版 2GB+32GB全面屏 金色 全网通版 移动联通电信4G手机 双卡双待,499.00,华为京东自营官方旗舰店,https://img12.360buyimg.com/n7/jfs/t21043/186/220467895/46630/3417464c/5b0517ccN295c6fdb.jpg
荣耀30 Pro 50倍远摄 麒麟990 5G 4000万超感光摄影 3200W美颜自拍 全网通版8GB+128GB 钛空银 全面屏手机,3989.00,荣耀京东自营旗舰店,https://img13.360buyimg.com/n7/jfs/t1/115165/22/6235/143918/5eb8fcceEa797a0e2/b4396a226aaaf25a.jpg
华为 HUAWEI 麦芒 8 超广角AI三摄 高清珍珠屏 大存储 6GB+128GB 宝石蓝 全网通双4G手机,1299.00,华为京东自营官方旗舰店,https://img10.360buyimg.com/n7/jfs/t1/45025/29/1105/271162/5cee30d5Eab1a589d/9c23b79226461912.jpg
vivo Z6 5G手机 6GB+128GB 冰川纪 44W超快闪充 高通骁龙765G 5000mAh超大电池 全网通手机,2198.00,vivo京东自营官方旗舰店,https://img10.360buyimg.com/n7/jfs/t1/103744/7/13376/321426/5e5776c0Ea6a86905/e22607b9714783a9.jpg
Apple iPhone SE (A2298) 128GB 黑色 移动联通电信4G手机,3799.00,Apple产品京东自营旗舰店,https://img14.360buyimg.com/n7/jfs/t1/114483/37/1360/145854/5e973ab1Ec8dc3e91/cdab3422b2886eed.jpg
荣耀30 50倍远摄 麒麟985 5G 4000万超广角AI四摄 3200W美颜自拍 全网通版8GB+128GB 钛空银 全面屏手机,3189.00,荣耀京东自营旗舰店,https://img12.360buyimg.com/n7/jfs/t1/114067/20/6521/144373/5ebb9cf1Ecc7c3fac/af96576c03a5ad32.jpg
Redmi 7A 4000mAh超长续航 AI人脸解锁 骁龙8核  标配10W充电器 整机防泼溅 2GB+32GB 雾光金 游戏智能手机 小米 红米,539.00,小米京东自营旗舰店,https://img14.360buyimg.com/n7/jfs/t1/64744/38/4527/180981/5d2d40f7E578aa21f/a4db9ac21c056064.jpg
Redmi 7A 4000mAh超长续航 AI人脸解锁 骁龙8核  标配10W充电器 整机防泼溅 2GB+32GB 雾光金 游戏智能手机 小米 红米,539.00,小米京东自营旗舰店,https://img14.360buyimg.com/n7/jfs/t1/64744/38/4527/180981/5d2d40f7E578aa21f/a4db9ac21c056064.jpg
华为 HUAWEI 畅享 10e 6.3英寸大屏幕1300万像素后置双摄 5000mAh大电池4GB+64GB幻夜黑全网通4G手机,999.00,华为京东自营官方旗舰店,https://img10.360buyimg.com/n7/jfs/t1/94597/14/13680/228577/5e5b59d3E5b72beed/c7d1b178447cf7e9.jpg
华为 HUAWEI nova 5 Pro 前置3200万人像超级夜景4800万AI四摄麒麟980芯片8GB+128GB亮黑色全网通双4G手机,2299.00,华为京东自营官方旗舰店,https://img14.360buyimg.com/n7/jfs/t1/51336/1/8104/201268/5d5b5213Ec0ea1a1d/ca1e456c486d6ed7.jpg
魅族17 8GB+128GB 十七度灰 骁龙865 旗舰5G手机 30W快充 6400W后置主摄 90Hz屏幕 支持NFC 智能拍照游戏手机,3699.00,魅族京东自营旗舰店,https://img14.360buyimg.com/n7/jfs/t1/123448/6/426/201466/5eb518ccE2e142245/ff1353d0a5d15ad9.jpg
"京品手机	
Apple iPhone XR (A2108) 128GB 黑色 移动联通电信4G手机 双卡双待",4899.00,Apple产品京东自营旗舰店,https://img10.360buyimg.com/n7/jfs/t1/123179/9/1612/174453/5ebe5151E6ff8d5b4/ccaa6b3be46e3cd7.jpg
一加 OnePlus 8 5G旗舰 90Hz高清柔性屏 高通骁龙865 180g轻薄手感 8GB+128GB 银翼 超清超广角拍照游戏手机,3999.00,一加手机京东自营官方旗舰店,https://img12.360buyimg.com/n7/jfs/t1/125453/11/1514/238677/5ebd06d4Ec44925b9/f11f127937d7be3c.jpg
华为 HUAWEI 畅享10 Plus 超高清全视屏前置悬浮式镜头4800万超广角AI三摄 4GB+128GB幻夜黑全网通双4G手机,1249.00,华为京东自营官方旗舰店,https://img11.360buyimg.com/n7/jfs/t1/42460/39/13570/407199/5d6cef9cEd45d2dae/0ecc260163654b2a.jpg
荣耀20S 3200万人像超级夜景 4800万超广角AI三摄 麒麟810 全网通版6GB+128GB 蝶羽白,1689.00,荣耀京东自营旗舰店,https://img10.360buyimg.com/n7/jfs/t1/39682/23/15588/215775/5d672c3cE3097fa6f/4e94336da719e538.jpg
荣耀 畅玩7 2GB+32GB 黑色 全网通4G手机 智能机 老人手机 双卡双待,469.00,荣耀京东自营旗舰店,https://img12.360buyimg.com/n7/jfs/t1/79484/29/13847/241443/5db2aa78Eec419888/69520a6d975eea6a.jpg
Apple iPhone 11 Pro (A2217) 256GB 暗夜绿色 移动联通电信4G手机 双卡双待,9999.00,Apple产品京东自营旗舰店,https://img12.360buyimg.com/n7/jfs/t1/113406/6/6836/199651/5ebe5f48Ec1235b11/48cd06fea9112697.jpg
华为 HUAWEI P40 Pro 麒麟990 5G SoC芯片 5000万超感知徕卡四摄 50倍数字变焦 8GB+128GB亮黑色全网通5G手机,5988.00,华为京东自营官方旗舰店,https://img14.360buyimg.com/n7/jfs/t1/102355/27/16507/458075/5e7cb7b7E3071625c/a90c1d0514532adc.jpg
vivo Z5 6GB+128GB 全息幻彩 4800万超广角AI三摄手机 22.5W快充 4500mAh大电池 全网通4G手机,1498.00,vivo京东自营官方旗舰店,https://img12.360buyimg.com/n7/jfs/t1/84372/9/6406/273496/5d47f5fdEa6e3fb09/71d66a8e6e0473e0.jpg
OPPO A52 8GB+128GB 星耀白 5000mAh超大电池+18W疾速快充 星阵AI四摄 侧边指纹   全面屏拍照游戏智能手机,1599.00,OPPO京东自营官方旗舰店,https://img13.360buyimg.com/n7/jfs/t1/109265/22/13522/238337/5ea139e0Ec857833d/340a37886f483e67.jpg
华为 HUAWEI P40 麒麟990 5G SoC芯片 5000万超感知徕卡三摄 30倍数字变焦 8GB+128GB亮黑色全网通5G手机,4488.00,华为京东自营官方旗舰店,https://img10.360buyimg.com/n7/jfs/t1/90275/22/16448/88997/5e7cbc95E216daec4/9316593be50948f8.jpg
【向往的生活同款】小米10 Pro  双模5G 骁龙865 1亿像素8K电影相机  50倍变焦 50W快充 8GB+256GB 珍珠白 拍照智能游戏手机,4999.00,小米京东自营旗舰店,https://img11.360buyimg.com/n7/jfs/t1/101657/4/19179/137400/5e9ade96E47d86e71/0cf6e05c9b7d4360.jpg
一加 OnePlus 8 Pro 5G旗舰 2K+120Hz 柔性屏 30W无线闪充 骁龙865 12GB+256GB 蓝调 超清超广角拍照游戏手机【碎屏险套装】,6069.00,一加手机京东自营官方旗舰店,https://img10.360buyimg.com/n7/jfs/t1/87606/16/19435/185913/5e9d80bbEf5d9e2d0/d442e59402d20fcd.jpg
Apple iPhone XS Max (A2104) 256GB 银色 移动联通电信4G手机 双卡双待,7399.00,Apple产品京东自营旗舰店,https://img14.360buyimg.com/n7/jfs/t1/122009/20/1688/277065/5ebe5639Ef7a5fbaf/0dc8da3d9d9e2b24.jpg
荣耀V30 5G 双模 麒麟990 突破性相机矩阵 游戏手机 6GB+128GB 冰岛幻境 移动联通电信5G 双卡双待,2989.00,荣耀京东自营旗舰店,https://img10.360buyimg.com/n7/jfs/t1/99337/33/10666/104458/5e1c2f32Ea27a5a9b/5694cbbb3991616c.jpg
华为 HUAWEI nova 6 SE 麒麟810芯片4800万AI四摄40W超级快充8GB+128GB 樱雪晴空 全网通双卡双待,1999.00,华为京东自营官方旗舰店,https://img12.360buyimg.com/n7/jfs/t1/96544/40/4747/86371/5de8beadE38b005e8/a2900445d2c95b7b.jpg
三星 Galaxy A90 5G(SM-A9080) 5G手机 骁龙855 4500mAh超长续航 4800万后置三摄 双卡双待 8GB+128GB 全息黑,2899.00,三星手机京东自营官方旗舰店,https://img14.360buyimg.com/n7/jfs/t1/49042/15/15820/99252/5dcd1eb3E59798b1b/bb63f1f9baa33e7f.jpg
华为nova5i 手机 苏音蓝 8+128G 全网通,1488.00,京铠玄手机旗舰店,https://img10.360buyimg.com/n7/jfs/t1/51796/3/3090/165250/5d0da795Eab1d07e8/780a99bc93e0230b.png
华为 HUAWEI nova 6 105°前置广角双摄 超感光暗拍 麒麟990芯片8GB+128GB普罗旺斯4G全网通双卡双待,2499.00,华为京东自营官方旗舰店,https://img11.360buyimg.com/n7/jfs/t1/101146/6/8064/155106/5e01cb83Ef288ef25/c2f265acc0c51474.jpg
【向往的生活同款】小米10 双模5G 骁龙865  1亿像素8K电影相机  对称式立体声8GB +128GB 冰海蓝 拍照智能游戏手机,3999.00,小米京东自营旗舰店,https://img11.360buyimg.com/n7/jfs/t1/93510/40/12112/71392/5e440103E75f0fd01/e523be52552921bf.jpg
Redmi K30 Pro 5G先锋 骁龙865旗舰处理器 弹出式超光感全面屏 索尼6400万高清四摄 4700mAh长续航 33W闪充 6GB+128GB 天际蓝 游戏智能手机 小米 红米,2999.00,小米京东自营旗舰店,https://img11.360buyimg.com/n7/jfs/t1/92535/31/16149/430668/5e78a968E85dd1136/9f57c93b0a17b758.jpg
华为 HUAWEI 畅享 9e 实力大音量高像素珍珠屏3GB+64GB摩登黑全网通版双4G手机,799.00,华为京东自营官方旗舰店,https://img10.360buyimg.com/n7/jfs/t29791/357/1323569526/304504/9108fc41/5cdd3311N5eeecad8.jpg
一加 OnePlus 7T 90Hz流体屏 高通骁龙855Plus旗舰性能 4800万超广角三摄  8GB+256GB 冰际蓝 全面屏拍照游戏手机,3199.00,一加手机京东自营官方旗舰店,https://img13.360buyimg.com/n7/jfs/t1/51433/10/13549/219271/5da579caE463ba0cc/1ef00a067fe76605.jpg
华为 HUAWEI Mate 30 麒麟990旗舰芯片4000万超感光徕卡影像屏内指纹8G+128GB亮黑色4G全网通版游戏手机,3799.00,华为京东自营官方旗舰店,https://img11.360buyimg.com/n7/jfs/t1/79596/30/11549/676613/5d901c88Ec7a97d29/d189e56d89d975b6.jpg
OPPO A11x 4800万四摄 5000mAh大电池 8GB+128GB 香草薄荷 全网通4G 全面屏拍照游戏智能手机,1599.00,OPPO京东自营官方旗舰店,https://img11.360buyimg.com/n7/jfs/t1/71752/39/14211/247443/5db978aeEb806f1cb/7ad19ffa431edfc7.jpg
华为 HUAWEI nova 7 SE 5G 麒麟820 5G SoC芯片 6400万高清AI四摄 40W超级快充 8GB+128GB 幻夜黑全网通手机,2399.00,华为京东自营官方旗舰店,https://img10.360buyimg.com/n7/jfs/t1/106127/3/19923/49983/5ea18193Ebc43c5d7/39bddf4c961567df.jpg
Redmi K30 王一博同款 5G双模 120Hz流速屏 骁龙765G 30W快充 6GB+128GB 深海微光 游戏智能手机 小米 红米,1999.00,小米京东自营旗舰店,https://img12.360buyimg.com/n7/jfs/t1/102911/12/15632/121784/5e71ccd6E63b84804/592e58f2fc2acaae.jpg
腾讯黑鲨游戏手机3 12GB+256GB 闪电黑 骁龙865 270Hz触控采样率 “三明治”液冷散热 90Hz屏幕刷新率 双模5G,3999.00,黑鲨京东自营官方旗舰店,https://img13.360buyimg.com/n7/jfs/t1/105130/9/13901/76212/5e5e4b63E3b408d81/8c2a9338d793794e.jpg
vivo S6 5G手机 8GB+128GB 天鹅湖 前置3200万超清夜景自拍 4500mAh大电池  后置四摄 双模5G全网通手机,2698.00,vivo京东自营官方旗舰店,https://img10.360buyimg.com/n7/jfs/t1/91662/35/17376/232054/5e831f42E31d07f15/6a9efb6245562f64.jpg
OPPO Reno3 元气版 双模5G 4800万超清四摄 视频双防抖 7.96mm纤薄机身  8GB+128GB 天镜白 游戏视频手机,2999.00,OPPO京东自营官方旗舰店,https://img12.360buyimg.com/n7/jfs/t1/105372/30/10877/137850/5e242cb4Ee34961cd/200e3d9d780891cd.jpg
华为 HUAWEI Mate 30 Pro 5G 麒麟990 OLED环幕屏双4000万徕卡电影四摄8GB+256GB丹霞橙5G全网通游戏手机,6399.00,华为京东自营官方旗舰店,https://img11.360buyimg.com/n7/jfs/t1/90139/34/1379/180822/5dbe8875E02dc2e95/c78c80a4116ee57d.jpg
小米10青春版 双模5G 骁龙765G 50倍潜望式变焦四摄 6GB+64GB 蓝莓薄荷 游戏手机,2099.00,小米京东自营旗舰店,https://img12.360buyimg.com/n7/jfs/t1/128314/26/344/83872/5eb4bfa4E7bf452ce/6c737ca7b315cd62.jpg
三星 Galaxy A70s （SM-A7070）6400万后置三摄 4500mAh超长续航 游戏手机 8GB+128GB 光谱黑,1799.00,三星手机京东自营官方旗舰店,https://img10.360buyimg.com/n7/jfs/t1/54063/29/15807/89204/5dc7a33eE682cbf6e/a8af54420bd9b107.jpg
Redmi K30极速版 5G双模 120Hz流速屏 骁龙768G 6400万后置四摄 6GB+128GB 深海微光 游戏智能手机 小米 红米,1999.00,小米京东自营旗舰店,https://img12.360buyimg.com/n7/jfs/t1/121499/19/1089/85373/5eb95795E3b707fe2/a86a96c17f6e7d42.jpg
荣耀V30 PRO DXO122分 5G双模 麒麟990 5GSOC芯片 双超级快充 游戏手机8GB+128GB冰岛幻境 双卡双待,3589.00,荣耀京东自营旗舰店,https://img14.360buyimg.com/n7/jfs/t1/102710/22/12788/110906/5e4f9e57E82304cb5/6ae540e0b9d82c02.jpg
锤子(smartisan) 坚果Pro3 8GB+256GB 黑色 骁龙855PLUS 4800万四摄 UFS3.0 全网通双卡双待 全面屏游戏手机,2899.00,坚果手机京东自营旗舰店,https://img12.360buyimg.com/n7/jfs/t1/66331/6/14404/142578/5dba9d6fEe2829989/ec6d712eb5681881.jpg
OPPO Ace2 12+256 月岩灰 双模5G 185g超薄机身 65W超级闪充 40W无线闪充90Hz电竞屏高通骁龙865游戏智能手机,4599.00,OPPO京东自营官方旗舰店,https://img14.360buyimg.com/n7/jfs/t1/111348/22/6843/252228/5ebe9821Ef25c200a/ac336ae7056e3b47.jpg
魅族16T 三摄拍照大屏娱乐游戏手机 8GB+128G 鲸跃蓝 骁龙855 4500mAh大电池 超广角 全网通4G双卡双待,2299.00,魅族京东自营旗舰店,https://img10.360buyimg.com/n7/jfs/t1/92340/28/6399/214080/5df2f2bbE87a6a03d/c417e871d5a174e6.jpg
华为 nova7se 5G手机 银月星辉 全网通(8G+128G),2399.00,掌视界数码旗舰店,https://img13.360buyimg.com/n7/jfs/t1/127147/22/1546/134420/5ebdff07Ef1fd2ba0/453c06876eb4dd44.jpg
Redmi 8 5000mAh大电量 大字体大音量大内存 3D四曲面机身 AI双摄 骁龙八核处理器 AI人脸解锁 4GB+64GB 碳岩灰 游戏智能手机 小米 红米,799.00,小米京东自营旗舰店,https://img10.360buyimg.com/n7/jfs/t1/101113/31/17/194745/5da5ad50E651fb134/4b78e213e778b73c.jpg
OPPO Reno Ace 8GB+128GB 星际蓝 65W超级闪充 90Hz电竞屏 高通骁龙855Plus 4G智能游戏手机,2999.00,OPPO京东自营官方旗舰店,https://img13.360buyimg.com/n7/jfs/t1/100232/19/13731/205414/5e5cf106E05f8fbc6/d346e4403fad14c6.jpg
vivo iQOO 3 5G 12GB+128GB 驭影黑 高通骁龙865 55W超快闪充 专业电竞游戏体验手机 双模5G全网通手机,3998.00,iQOO京东官方自营旗舰店,https://img12.360buyimg.com/n7/jfs/t1/104408/23/13217/281694/5e54c880Ed2638929/20a7cdd6535c3793.jpg
华为畅享9e 手机（64G版738元起） 幻夜黑 全网通(3+64GB),738.00,新松联手机旗舰店,https://img12.360buyimg.com/n7/jfs/t1/123066/19/1495/180168/5ebd0972E02c190df/4a49b403f14de6d1.jpg
OPPO Reno3 Pro 双模5G 视频双防抖 90HZ高感曲面屏 7.7mm轻薄机身 8GB+128GB 日出印象 拍照游戏视频手机,3699.00,OPPO京东自营官方旗舰店,https://img13.360buyimg.com/n7/jfs/t1/107778/32/18061/450961/5ebe99c8E51f31935/27278fd4b317018d.jpg
"京品手机	
三星 Galaxy S10(SM-G9730)骁龙855超感屏 超声波屏下指纹 4G手机 全网通 双卡双待游戏手机 8GB+128GB炭晶黑",3999.00,三星手机京东自营官方旗舰店,https://img13.360buyimg.com/n7/jfs/t1/78070/33/7757/189352/5d5b612fE5c86d0c0/8426a625f7216e70.jpg
荣耀20 4800万超广角AI四摄 3200W美颜自拍 麒麟Kirin980全网通版8GB+128GB 蓝水翡翠,2299.00,荣耀京东自营旗舰店,https://img13.360buyimg.com/n7/jfs/t1/35493/30/14545/210121/5d280052E1187c175/e9ad9735fc3f0686.jpg
华为nova5i 手机 全网通(8G +128G)苏音蓝,1478.00,聚捷联盛手机旗舰店,https://img10.360buyimg.com/n7/jfs/t1/110851/37/8980/103979/5eb8e32cEfeaa1fc6/8940b0772142953e.jpg
努比亚 nubia 红魔5G 电竞游戏手机 8GB+128GB 骇客黑 骁龙865 144Hz屏幕刷新率 内置风扇散热,3799.00,努比亚京东自营旗舰店,https://img12.360buyimg.com/n7/jfs/t1/118326/36/6935/289195/5ebf384dE0c4e9b4f/8bff81dd0c09b767.jpg
vivo iQOO Pro 5G 12GB+128GB 勒芒蓝 高通骁龙855Plus手机 4800万AI三摄 44W超快闪充 全网通手机,3298.00,vivo京东自营官方旗舰店,https://img13.360buyimg.com/n7/jfs/t1/51786/34/8569/323476/5d5e4ac8E220d4d79/156633205ee03de5.jpg
华为nova7 se 5G手机【咨询省100元|6期免息|现货速发】nova7se全网通智能手机 幻夜黑 8GB+128GB,2399.00,咪咕旗舰店,https://img12.360buyimg.com/n7/jfs/t1/127893/33/363/110385/5eb4f5d0Eb50ae4f3/450cc1fa74961518.jpg
三星 Galaxy S20 5G (SM-G9810)双模5G 骁龙865 120Hz超感屏 8K视频 游戏手机 12GB+128GB 遐想灰,6999.00,三星手机京东自营官方旗舰店,https://img10.360buyimg.com/n7/jfs/t1/119621/37/5557/262954/5ebe91efE3faca39e/34b5aa65df195e90.jpg
Apple iPhone XS (A2100) 64GB 金色 移动联通电信4G手机,5099.00,Apple产品京东自营旗舰店,https://img13.360buyimg.com/n7/jfs/t1/1468/11/3377/138213/5b997bf3Eda5b24a4/0ace3ed19582dbe6.jpg
酷派（Coolpad）F3C全网通4G手机 移动联通4G智能手机双卡双待老人手机 工作室权限手机 全网4G（16G）,269.00,天润智能手机专营店,https://img11.360buyimg.com/n7/jfs/t1/41084/36/12007/164690/5d564af3E327f106f/2ffca716a8026d35.jpg
诺基亚（NOKIA）105 新 黑色 直板按键 移动联通2G手机 老人手机 学生备用功能机,129.00,诺基亚手机京东自营旗舰店,https://img12.360buyimg.com/n7/jfs/t1/70511/33/10791/168954/5d83270eE1c6a3d23/5696672353ea84c3.jpg
华为 nova7 5G 手机（华为直供  分期免息全国多仓 现货速发）现在下单尊享豪礼 7号色 全网通5G版（8G+128G）,2999.00,久汇通官方旗舰店,https://img13.360buyimg.com/n7/jfs/t1/122031/24/578/179284/5eb6423dE17b1029c/292fd4b00a328fd0.jpg
