item_name,price,shop,image
荣耀20i 3200万AI自拍 超广角三摄 全网通版6GB+64GB 渐变红 移动联通电信4G全面屏手机 双卡双待,1099.00,荣耀京东自营旗舰店,https://img14.360buyimg.com/n7/jfs/t1/101062/37/2153/254169/5dcbd410E6d10ba22/4ddbd212be225fcd.jpg
"京品手机	
华为 HUAWEI Mate 20 Pro (UD)屏内指纹版麒麟980芯片全面屏超大广角徕卡三摄8GB+128GB亮黑色全网通双4G手机",3499.00,华为京东自营官方旗舰店,https://img14.360buyimg.com/n7/jfs/t1/45986/26/8138/406912/5d5b53a3E561150c5/394596a8af6149cf.jpg
"京品手机	
华为 HUAWEI Mate 20 Pro (UD)屏内指纹版麒麟980芯片全面屏超大广角徕卡三摄8GB+128GB亮黑色全网通双4G手机",3499.00,华为京东自营官方旗舰店,https://img14.360buyimg.com/n7/jfs/t1/45986/26/8138/406912/5d5b53a3E561150c5/394596a8af6149cf.jpg
OPPO Reno 10倍变焦版 骁龙855  60倍数字变焦 4K视频录制 潜望式长焦镜头 6GB+128GB 雾海绿 智能游戏手机,2799.00,OPPO京东自营官方旗舰店,https://img13.360buyimg.com/n7/jfs/t1/61487/37/15028/162814/5dc91ffbE9bf29f4f/1ce6f4063f5f7be6.jpg
realme 真我X2 6400万超广角四摄 高通骁龙730G 30W VOOC4.0闪充 4000mAh大电池 全网通8GB+128GB 星图蓝 游戏智能手机,1899.00,realme真我京东自营旗舰店,https://img14.360buyimg.com/n7/jfs/t1/51082/25/11627/245323/5d88d217E174e92e2/92ebad1a16ddf166.jpg
三星Galaxy Note10(SM-N9700)骁龙855 智能S Pen 屏下指纹 4G手机 全网通双卡双待 游戏手机8GB+256GB密斯白,4799.00,三星手机京东自营官方旗舰店,https://img14.360buyimg.com/n7/jfs/t1/88636/37/2294/198759/5dcd1ed0Ea2c619d9/5c58d1ee342e7bb4.jpg
【至高特惠100】vivo iQOO Z5x 骁龙710 5000mAh大电池 4G全网通智能手机 6GB+128GB 幻影黑【升级版】,1298.00,iQOO官方旗舰店,https://img14.360buyimg.com/n7/jfs/t1/101533/35/17220/110176/5e84384cEb0075849/b5d6fbcfd4e95f48.jpg
三星 Galaxy A50s （SM-A5070）高光白 6GB+128GB 4800万后置三摄 光学屏下指纹,1569.00,三星手机京东自营官方旗舰店,https://img10.360buyimg.com/n7/jfs/t1/83673/25/13738/60708/5db14249Ea89d456b/0e39d8e67cdaf1d3.jpg
realme 真我Q 4800万超广角四摄 骁龙712AIE 20W VOOC闪充 4035mAh大电池 全网通4GB+64GB 光钻绿 游戏智能手机,998.00,realme真我京东自营旗舰店,https://img10.360buyimg.com/n7/jfs/t1/56649/30/9609/279143/5d6e5a63E0b4bd895/e079c98af242058f.jpg
vivo S5 8GB+128GB 冰岛恋歌 前置3200万写真级自拍 4800万菱感四摄极点屏手机 全网通4G手机,1998.00,vivo京东自营官方旗舰店,https://img14.360buyimg.com/n7/jfs/t1/91134/27/5067/184976/5dea0fa7E18491e5c/1f8e63a7334cbe7c.jpg
华为 HUAWEI nova 5i Pro 前置3200万人像超级夜景4800万AI四摄极点全面屏8GB+256GB翡冷翠全网通双4G手机,2099.00,华为京东自营官方旗舰店,https://img10.360buyimg.com/n7/jfs/t1/84064/13/5344/534057/5d390731E25a2dcd0/79af32402986ed99.jpg
苹果iPhone 11 手机 紫色 全网通128G,5266.00,新松联手机旗舰店,https://img12.360buyimg.com/n7/jfs/t1/111041/2/6634/196259/5ebba91dEa5a8bbe5/176b8ce1d18f60f3.jpg
华为（HUAWEI）荣耀Play3 4800万AI三摄 全网通版移动联通电信4G 双卡双待全面屏手机 幻夜黑 (4G RAM+64G ROM),888.00,众盛手机专营店,https://img14.360buyimg.com/n7/jfs/t1/64737/15/15848/139786/5dd4e2e7E3c15adfa/4542394206d3cbf3.jpg
vivo iQOO Neo3手机5G【12期免息送好礼】高通骁龙865 144Hz竞速屏电竞机全网通 夜幕黑 6GB+128GB,2698.00,京域手机旗舰店,https://img11.360buyimg.com/n7/jfs/t1/113784/10/6866/457725/5ebdf817Ec21a8fdc/7b3d6b601a36d357.jpg
新款 米蓝（MLLED）6G+64G大内存 6.5英寸水滴大屏 安卓智能手机 全网通4G学生价手机 【6.5滴屏】渐变蓝 4G+32GB,499.00,天润智能手机专营店,https://img11.360buyimg.com/n7/jfs/t1/89411/37/13946/104601/5e61dc7eE6dcb203f/6cec8fbbcffa2718.jpg
OPPO A8 4GB+128GB 天青色 6.5英寸水滴屏 4230mAh大电池 后置AI三摄 全网通4G 全面屏拍照游戏智能手机,1199.00,OPPO京东自营官方旗舰店,https://img13.360buyimg.com/n7/jfs/t1/105066/27/7065/178286/5df8c3c8E3ef6efc1/14694167153ec713.jpg
华为nova7se 5G手机（6期免息/当天发货/价保30天） 银月星辉 8G+128G全网通,2399.00,炜东电商旗舰店,https://img10.360buyimg.com/n7/jfs/t1/116968/25/6364/176087/5eb9f588Ed0ecd199/84135114ee62a5f7.jpg
OPPO Find X2 超感官旗舰 3K分辨率 120Hz超感屏 多焦段影像系统 骁龙865 65w闪充 8GB+128GB茶橘 双模5G手机,5499.00,OPPO京东自营官方旗舰店,https://img14.360buyimg.com/n7/jfs/t1/128737/3/1636/478580/5ebe979bE82003f50/4ebb9a2785ecc8e3.jpg
中兴 ZTE Blade 20 Smart孝心版 松石绿 4GB+128GB全网通 高清三摄 4G双卡双待中兴新品老人机智能手机,899.00,中兴京东自营官方旗舰店,https://img13.360buyimg.com/n7/jfs/t1/100440/20/2072/178459/5dca14caE172bd602/96864af2614f04a9.jpg
天语HD1 水滴全面屏 5.7英寸人脸指纹双解锁 6GB+64GB八核处理器 移动联通电信4G全网通智能手机 极光蓝,589.00,天语手机京东自营官方旗舰店,https://img11.360buyimg.com/n7/jfs/t1/94664/1/8639/279251/5e071936Ea2112fea/cab54255dd314b7c.jpg
朵唯D11智能手机6+64/128G八核渐变玻璃6.5英寸水滴全面屏游戏拍照大屏老人学生4G全网通 天空之境 6GB+64GB,699.00,金诚手机专营店,https://img12.360buyimg.com/n7/jfs/t1/107851/22/1612/113072/5dff276fE25cf349a/00fe2ce97cfc0f1f.jpg
荣耀Play4T 华为手机【30天价保加送碎屏险】 蓝水翡翠 6+128GB,1189.00,佳沪手机旗舰店,https://img10.360buyimg.com/n7/jfs/t1/118706/38/5323/152383/5eb3699aEd614d8da/cd325d18d8cdeea0.jpg
vivo iQOO Neo3 双模5G全网通 高通骁龙865 144Hz竞速屏 44W闪充电竞手机 8GB+256GB  夜幕黑,3398.00,iQOO官方旗舰店,https://img12.360buyimg.com/n7/jfs/t1/110451/6/13517/196968/5ea13ea8Ea951ef4e/a3ebb70e3253041e.jpg
华为nova5i 手机 幻夜黑 全网通(8GB+128GB),1448.00,一佳手机专营店,https://img10.360buyimg.com/n7/jfs/t1/116829/38/15/101355/5e85ce7dEbc956ca0/a51f804d3a9d2d8b.jpg
OPPO A92s 120Hz畅感屏 前置双摄夜景自拍 侧边指纹 8GB+128GB 私语白 双模5G 全面屏拍照智能手机,2499.00,OPPO京东自营官方旗舰店,https://img11.360buyimg.com/n7/jfs/t1/112840/24/7058/390511/5ebe9894E9d727f23/3a072104d2496df5.jpg
【6期免息+扫地机】OPPO A52 手机 8G+128G大内存 5000mAh大电池oppoa52 星耀白（8GB+128GB） 全网通,1599.00,OPPO手机乐良专卖店,https://img11.360buyimg.com/n7/jfs/t1/117729/22/4588/102849/5eaebdc1Efb8b9a5c/df03c4d99ed4e0bd.jpg
realme 真我X50 Pro 5G 6400万变焦四摄 双模5G 65W超级闪充 高通骁龙865 90Hz电竞屏 8GB+128GB 青苔 旗舰手机,3599.00,realme真我京东自营旗舰店,https://img14.360buyimg.com/n7/jfs/t1/86634/8/19016/141499/5e998663E09e719e7/30ff27ebcd84e9cf.jpg
vivo Z6手机5G双模【低至1998起】超级闪充高通骁龙大电量游戏拍照手机全网通 冰川纪 6GB 128GB 全网通,2198.00,兰珊手机旗舰店,https://img11.360buyimg.com/n7/jfs/t1/125950/1/1059/100800/5eb916ebEafe6cc97/7f6c1cc1deb1c53c.jpg
【至高特惠100元】vivo Z5x 极点全面屏  5000mAh大电池 4G全网通智能手机 极光色 6GB 128GB 升级版,1298.00,vivo官方旗舰店,https://img13.360buyimg.com/n7/jfs/t1/93615/29/17250/110698/5e84d0b3E94538aaa/a13600543152008d.jpg
vivo iQOO Neo855手机 水滴全面屏骁龙855大电池33W闪充游戏拍照美颜4G全网通 电光紫-套装版 8GB 256GB,2398.00,京域手机旗舰店,https://img14.360buyimg.com/n7/jfs/t1/112163/11/5892/142510/5eb67f8fE865d670c/20ba5832a30530ee.jpg
vivo NEX 3S 5G 12GB+256GB 深空流光 骁龙865 无界瀑布屏 6400万超高像素 双模5G全网通手机,5298.00,vivo京东自营官方旗舰店,https://img10.360buyimg.com/n7/jfs/t1/103108/15/14508/251682/5e673e12Ec0e9079b/35e49e1e9fdea370.jpg
中兴ZTE 天机Axon 11 轻薄AMOLED双曲面屏 6GB+128GB镭射黑6400万四摄 视频防抖骁龙765G游戏拍照双模5G手机,2499.00,中兴京东自营官方旗舰店,https://img11.360buyimg.com/n7/jfs/t1/118989/4/7086/74975/5ebf47e1E364e54ee/2080542c8494bdb4.jpg
诺基亚 NOKIA 220 4G 移动联通电信三网4G 黑色 双卡双待 4G备用功能机 老人机,299.00,诺基亚手机京东自营旗舰店,https://img11.360buyimg.com/n7/jfs/t1/106413/35/19677/166389/5e9fa9a0E22bcbadc/3f0eeef14be6ac35.jpg
OPPO Find X2 Pro 3K分辨率 120Hz 超感屏 骁龙865 65w闪充12GB+256GB缎黑 双模5G手机,6969.00,OPPO京东自营官方旗舰店,https://img12.360buyimg.com/n7/jfs/t1/129522/20/1685/480529/5ebe941cE906909f7/6e4584ea7545c974.jpg
诺基亚 NOKIA 8110 移动联通电信4G手机 黑色 直板按键  双卡双待 经典复刻 炫酷滑盖 4G热点备用功能机,349.00,诺基亚手机京东自营旗舰店,https://img10.360buyimg.com/n7/jfs/t23524/8/857854412/134171/f75a7737/5b45e3f8Ncbbfc7f2.jpg
realme 真我X2 6400万鹰眼四摄 30W速充 4000mAh大电池 游戏智能手机 牛油果 6GB+64GB,1599.00,realme真我官方旗舰店,https://img11.360buyimg.com/n7/jfs/t1/113285/9/7013/220895/5ebec319E2f59dce9/6dac9167b87a37a3.jpg
OPPO Reno2 Z 8G+128G 深海夜光 4800万夜拍四摄 VOOC闪充 炫彩升降 全网通4G 全面屏拍照游戏智能手机,2299.00,OPPO京东自营官方旗舰店,https://img11.360buyimg.com/n7/jfs/t1/104314/8/13769/409281/5e5cbf00Eddf3365b/f4b0dc1355ba8ae1.jpg
vivo X30 5G 秘银 8GB+128GB 双模5G 20倍变焦 50mm专业人像镜头 全网通智慧旗舰手机,2998.00,vivo京东自营官方旗舰店,https://img13.360buyimg.com/n7/jfs/t1/94428/33/6843/129595/5df752ecE819fc2d2/164854c9f2f007a5.jpg
OPPO A5 全面屏拍照手机 3GB+64GB 凝夜紫 全网通 移动联通电信4G 双卡双待手机,899.00,OPPO京东自营官方旗舰店,https://img10.360buyimg.com/n7/jfs/t1/55210/38/9555/166893/5d6e40feEe2f671ed/74181aa1ac1ead4a.jpg
三星Galaxy A80（SM-A8050）前后4800万像素 180°炫转三摄 屏下指纹 全网通4G 双卡双待 8GB+128GB太空黑,2299.00,三星手机京东自营官方旗舰店,https://img13.360buyimg.com/n7/jfs/t1/69959/37/3500/337329/5d1c1945E33706b6a/a6caeca2a36e2ec9.jpg
荣耀Play3e 5.71英寸珍珠全面屏 3020mAh长续航老人手机 1300万大光圈相机 2GB+32GB 极光蓝 移动联通电信4G,499.00,荣耀京东自营旗舰店,https://img13.360buyimg.com/n7/jfs/t1/53632/12/10958/225571/5d7df271E154cb59f/131a5bd995fbcc0a.jpg
华为nova6 手机 苏音蓝 全网通4G版（8+128G）,1998.00,聚捷联盛手机旗舰店,https://img13.360buyimg.com/n7/jfs/t1/111147/26/6119/122385/5eb84611Ee7ed90d3/f2ee75df8a48c947.jpg
金立 Gionee K3 6GB+128GB 极光蓝 5000mAh大电池 后置双摄 6.2英寸水滴屏 微信8开 全网通4G 双卡双待,799.00,金立手机京东自营旗舰店,https://img12.360buyimg.com/n7/jfs/t1/77819/16/10374/462381/5d7f070cE514b2437/4433c964f9739009.jpg
小米CC9 Pro 尊享版 1亿像素 五摄四闪 5260mAh 骁龙730G 魔法绿镜 8GB+256GB 游戏智能拍照手机,2999.00,小米京东自营旗舰店,https://img14.360buyimg.com/n7/jfs/t1/67428/17/14394/200462/5dc106a7E4f5da068/6640b93302191e65.jpg
Apple 苹果 iPhone 11 手机 黑色 全网通 128GB,5279.00,佳沪手机旗舰店,https://img11.360buyimg.com/n7/jfs/t1/119482/25/5527/107804/5ebe8dd5Edcff3ac0/d2e8c50dfc73f1ce.jpg
华为（HUAWEI）荣耀Play3e 全网通版移动联通电信4G 双卡双待 全面屏智能老人老年手机 极光蓝 (2G RAM   32G ROM),499.00,众盛手机专营店,https://img10.360buyimg.com/n7/jfs/t1/90568/4/7242/158938/5dfb373cEd56f75dc/7375b635bc847faa.jpg
黑莓（BlackBerry）KEYone 4G全网通 4GB+64GB 黑色 移动联通电信手机,1748.00,黑莓手机京东自营官方旗舰店,https://img10.360buyimg.com/n7/jfs/t6943/311/2156183263/141109/d6983fae/59897ddeN7b159d6f.jpg
华为（HUAWEI）畅享10e 移动全网通版 6.3英寸大屏幕 5000mAh大电池老人老年智能手机 幻夜黑 4GB+64GB,899.00,众盛手机专营店,https://img10.360buyimg.com/n7/jfs/t1/127682/31/145/75225/5eb3ab05E08509adc/6d1fbfbf29911829.jpg
飞利浦（PHILIPS） E319 典雅黑 音乐手机 大屏超长待机 直板按键 移动联通 老人手机 学生老年备用功能手机,179.00,飞利浦手机京东自营旗舰店,https://img12.360buyimg.com/n7/jfs/t1/109926/40/14493/128135/5ea6dc5cEf6661ca2/cd2b13c89052b288.jpg
朵唯9X智能手机八核水滴全面屏4G全网通老人超薄大屏游戏拍照学生双卡双待人脸指纹解锁 渐变蓝 4GB+64GB,598.00,金诚腾达手机专营店,https://img14.360buyimg.com/n7/jfs/t1/108638/28/14873/190214/5ea9219bE0e173e1f/e2ac37bfc72a2229.jpg
【5000毫安大电池】华为(HUAWEI)畅享10e 移动4G版全网通 智能老人老年学生大屏长待手机 幻夜黑 (4GB+64GB),888.00,优爱特手机专营店,https://img12.360buyimg.com/n7/jfs/t1/103746/32/18551/83180/5e96d6d0Ef7a6f5e9/2e5ca6f108277941.jpg
新款4G+64G大内存 6.1英寸水滴大屏 小辣椒9e安卓智能手机 全网通4G 学生价超薄指纹游戏 渐变黑 4G+64G,569.00,广中达官方旗舰店,https://img14.360buyimg.com/n7/jfs/t1/106564/1/10560/253352/5e1b3adcE5ee53dd1/2b43558917dd4e63.jpg
朵唯（DOOV）  A55 刘海全面屏拍照游戏手机全网通4G 学生老人智能超薄指纹双卡双待 极光蓝 全网通(4GB+64GB)标配版,529.00,移联翼官方旗舰店,https://img13.360buyimg.com/n7/jfs/t1/93572/18/12113/318825/5e42bbaaEd53040d5/1c71eb7b32e697cf.jpg
【送碎屏险】vivo Z5x手机极点全面屏学生智能游戏大容量闪充强劲续航拍照美颜4G全网通 极光色-升级版 6GB 128GB,1298.00,京域手机旗舰店,https://img10.360buyimg.com/n7/jfs/t1/120667/27/637/127979/5eb68a70E2ad6c91e/da5ff430c2091908.jpg
华为（HUAWEI）荣耀10青春版 全网通版移动联通电信4G 双卡双待 全面屏智能手机 幻夜黑 (4G RAM+64G ROM),899.00,众盛手机专营店,https://img12.360buyimg.com/n7/jfs/t1/22054/19/5063/144355/5c3995c7Ef4d8d570/68c64716dcec57cd.jpg
华为 HUAWEI 畅享9  4GB+64GB 极光蓝 高清珍珠屏 AI长续航 全网通高配版 移动联通电信4G手机,999.00,华为京东自营官方旗舰店,https://img11.360buyimg.com/n7/jfs/t30073/218/864057261/182405/ae2b478e/5c00e1c5N7afbd318.jpg
三星 Galaxy S20+ 5G(SM-G9860)双模5G 骁龙865 120Hz超感屏 8K视频 游戏手机 12GB+128GB 幻游黑,7999.00,三星手机京东自营官方旗舰店,https://img11.360buyimg.com/n7/jfs/t1/128907/10/1654/241312/5ebe922dEe74ada61/4b0ee15c02290e13.jpg
realme 真我X2 Pro 6400万变焦四摄 高通骁龙855Plus 50W闪充 90Hz电竞屏 12GB+256GB 月神 白色 游戏智能手机,3299.00,realme真我京东自营旗舰店,https://img14.360buyimg.com/n7/jfs/t1/72405/9/13091/195837/5da5429bE1c9f82d0/692478d25faf6fa5.jpg
纽曼（Newman）R15 星空黑 学生手机 卡片手机 移动 超薄迷你可爱儿童小手机 备用机非智能戒网手机 老人手机,165.00,纽曼京东自营官方旗舰店,https://img13.360buyimg.com/n7/jfs/t1/18432/35/14700/181113/5caac25dE68c9f8bd/d7b463017c30579b.jpg
天语（K-Touch）K7 3GB+16GB 全网通4G大屏智能老人手机 移动联通电信VoLTE 双卡双待 学生备用老年手机 黑色,289.00,天语手机京东自营官方旗舰店,https://img14.360buyimg.com/n7/jfs/t1/93915/39/8560/209791/5e06b08dE030a796f/dab47b2e45aa13c8.jpg
三星 Galaxy S20 Ultra 5G(SM-G9880)双模5G 骁龙865 1.08亿像素 100倍变焦 游戏手机 12GB+256GB 遐想灰,9999.00,三星手机京东自营官方旗舰店,https://img11.360buyimg.com/n7/jfs/t1/121204/12/1745/116933/5ebe92a8E12fdadb9/df4c4924b21ab740.jpg
vivo Y50 8GB+128GB 流光银 5000mAh大电池 极点屏 后置四摄 全网通4G手机,1698.00,vivo京东自营官方旗舰店,https://img10.360buyimg.com/n7/jfs/t1/109528/19/13470/145415/5e9ed00cE1a1a64c2/6a1fbbeb4c6105f6.jpg
vivo Y50 8GB+128GB 流光银 5000mAh大电池 极点屏 后置四摄 全网通4G手机,1698.00,vivo京东自营官方旗舰店,https://img10.360buyimg.com/n7/jfs/t1/109528/19/13470/145415/5e9ed00cE1a1a64c2/6a1fbbeb4c6105f6.jpg
三星Galaxy Note10+ 5G(SM-N9760)骁龙855 后置四摄 智能S Pen 全网通双卡双待 游戏手机12GB+256GB麦昆黑,6999.00,三星手机京东自营官方旗舰店,https://img11.360buyimg.com/n7/jfs/t1/65583/36/16376/92113/5ddd0178E68132271/a3dfc2c398963e5f.jpg
朵唯（DOOV）D19电霸智能手机八核水滴全面屏4G全网通老人大屏游戏拍照学生双卡双待手机 极光蓝（6GB+64GB),599.00,移联翼官方旗舰店,https://img14.360buyimg.com/n7/jfs/t1/117854/29/3662/77012/5ea94d03E2d0c91ff/724766fc0dd7e233.jpg
OPPO Reno3 双模5G 6400万超清四摄 视频双防抖 7.96mm纤薄机身  8GB+128GB 蓝色星夜全网通拍照游戏视频手机,2999.00,OPPO京东自营官方旗舰店,https://img14.360buyimg.com/n7/jfs/t1/125976/6/1644/372092/5ebe991eEef8a6a15/b8e2e823b8c0fa1c.jpg
vivo X27Pro 8GB+256GB大内存 黑珍珠 4800万AI三摄全面屏拍照手机 移动联通电信全网通4G手机,3298.00,vivo京东自营官方旗舰店,https://img13.360buyimg.com/n7/jfs/t1/11399/24/15514/162895/5caaa600E914adbf6/a7ccdc94f46460ed.jpg
【低至1998元】vivo Z6 双模5G全网通 44W闪充  5000mAh大电池 全场景四摄手机 6GB+128GB 冰川纪,2198.00,vivo官方旗舰店,https://img14.360buyimg.com/n7/jfs/t1/97354/10/13578/579319/5e587139Ec7936dbb/b4b39e3d2e3ea20b.png
三星Galaxy S10+ (SM-G9750) 骁龙855超感屏 超声波屏下指纹 4G手机全网通 双卡双待游戏手机8GB+128GB炭晶黑,4899.00,三星手机京东自营官方旗舰店,https://img12.360buyimg.com/n7/jfs/t1/62869/18/7574/195905/5d5b5b64E1e2ef734/0ea09df5dfd3f22c.jpg
荣耀Play4T华为手机【30天价保】 蓝水翡翠 6+128GB,1199.00,明日数码旗舰店,https://img10.360buyimg.com/n7/jfs/t1/123777/9/1580/215718/5ebd8a5aEe6650782/919f7892807a0317.jpg
华为p40pro 5G版 手机（6期免息/当天发货/价保30天） 亮黑色 8+128G全网通,5988.00,炜东电商旗舰店,https://img12.360buyimg.com/n7/jfs/t1/114945/36/6343/169535/5eb9f792E85ed6749/743ce9b23417a809.jpg
华为nova6 手机 苏音蓝 4G版 8+128G 全网通,1999.00,京铠玄手机旗舰店,https://img12.360buyimg.com/n7/jfs/t1/112406/6/2268/76775/5ea02028E5d5fc7c6/ccbb6f78047fca76.jpg
华为nova5Pro手机 亮黑色 全网通（8G+128G),1897.00,聚捷联盛手机旗舰店,https://img12.360buyimg.com/n7/jfs/t1/115094/22/6530/97923/5ebb4accEec400c48/34961a443e59f8a4.jpg
vivo U3 5000mAh大电池 骁龙675处理器 智能手机 全网通4G手机 晶石蓝 4GB 64GB,999.00,vivo官方旗舰店,https://img11.360buyimg.com/n7/jfs/t1/77082/1/13454/64380/5da98ffdE359cdb73/ff67ec68db48dd59.jpg
华为 麦芒8 手机 幻夜黑 全网通（6GB+128GB),1188.00,聚捷联盛手机旗舰店,https://img11.360buyimg.com/n7/jfs/t1/117794/35/6628/101953/5ebcc913E1fe8e019/03915efa44281468.jpg
黑莓（BlackBerry）KEY2高配版 6GB+128GB双卡双待 4G全网通手机 黑色 移动联通电信手机,3699.00,黑莓手机京东自营官方旗舰店,https://img12.360buyimg.com/n7/jfs/t27748/256/328187377/141142/af393ca6/5b8e31f9N6d11d03f.jpg
华为P40 5G手机 亮黑色 全网通(8G+128G),4458.00,掌视界数码旗舰店,https://img12.360buyimg.com/n7/jfs/t1/125293/26/1580/146260/5ebdfcf0Eb113a06b/005c3755c179671c.jpg
华为畅享10e手机【大音量/大电池】 幻夜黑 4+64G 全网通,899.00,京铠玄手机旗舰店,https://img12.360buyimg.com/n7/jfs/t1/113723/25/1499/82543/5e991dcbEd48a8491/d88f18298509423e.jpg
华为nova7 se 5G手机 绮镜森林 全网通（8G+128G）,2399.00,聚捷联盛手机旗舰店,https://img11.360buyimg.com/n7/jfs/t1/116524/31/2349/67033/5ea194c8Ee0c12879/a6bc652a6c3b2300.jpg
Apple 苹果 iphone 11 手机 绿色 全网通 128GB,5489.00,易橙手机专营店,https://img13.360buyimg.com/n7/jfs/t1/85742/14/5474/48229/5dedee7bE17d4f7cc/6a9b4794f4da7e93.jpg
荣耀9X PRO 麒麟810液冷散热 4000mAh超强续航 4800万超广角夜拍三摄 6.59英寸全网通8GB+256GB 幻夜黑,2189.00,荣耀京东自营旗舰店,https://img13.360buyimg.com/n7/jfs/t1/60077/12/5214/280975/5d36d39cE1b93d6f4/3e9957cada0fc7e4.jpg
华为nova6 5G手机（5G/4G可选）【2029起+限时直降】Nova6新品5g 苏音蓝 全网通8+128GB（4G版）,1998.00,头号卖家旗舰店,https://img12.360buyimg.com/n7/jfs/t1/125169/28/1775/150782/5ebfc109E1f6ec204/58bd924b0d177684.jpg
华为P40 Pro 5G手机 亮黑色 全网通(8G+256G),6488.00,掌视界数码旗舰店,https://img11.360buyimg.com/n7/jfs/t1/113952/29/6874/146772/5ebdfcefE193aea8f/52560c896a4620ec.jpg
荣耀30s 华为5G手机 幻夜黑 全网通8GB+128GB【6期免息】,2389.00,佳沪手机旗舰店,https://img13.360buyimg.com/n7/jfs/t1/107627/16/14683/140816/5ea91661E06cacf33/099b65e0a9c01a81.jpg
vivo U3x 5000mAh大电池 超广角AI三摄 4G全网通智能手机 深湖蓝 4GB 64GB,949.00,vivo官方旗舰店,https://img11.360buyimg.com/n7/jfs/t1/51038/21/11091/74703/5d820098E102656de/3bf99d994cce2c32.jpg
荣耀Play4T 华为手机 蓝水翡翠(6G+128G),1199.00,掌视界数码旗舰店,https://img10.360buyimg.com/n7/jfs/t1/118256/15/659/123507/5e8ed10aE538d38bc/84a9d53e1a061579.png
华为 HUAWEI nova 7 Pro 3200万追焦双摄 50倍潜望式变焦四摄 5G SoC芯片 8GB+256GB 7号色全网通5G手机,4099.00,华为京东自营官方旗舰店,https://img12.360buyimg.com/n7/jfs/t1/107157/4/13444/103485/5ea17f01E9d43ade7/80d9b123b6d23826.jpg
华为 HUAWEI  畅享10 极点全面屏4800万超清夜景4000mAh大电池 4GB+64GB幻夜黑全网通双4G手机,999.00,华为京东自营官方旗舰店,https://img10.360buyimg.com/n7/jfs/t1/91409/5/161/416545/5da825f4Ebf909b74/220b7f73ab1ce484.jpg
小米 Redmi 红米Note8 手机 梦幻蓝 全网通 6GB+128GB,1239.00,优爱特手机专营店,https://img14.360buyimg.com/n7/jfs/t1/55438/31/9267/106342/5d69eb1bE0c5db3d3/d1d0e6d3a41c480a.jpg
海信(Hisense) 彩墨屏阅读手机A5C 5.84英寸彩色水墨屏 墨水屏 电纸书阅读器 4GB+64GB(墨玉黑) 全网通4G,1699.00,海信手机京东自营旗舰店,https://img11.360buyimg.com/n7/jfs/t1/112545/28/2264/213598/5ea13477E11d295be/7b7d999cefb384b9.jpg
飞利浦S610 水滴全面屏 6.088英寸 人脸指纹双解锁 全网通4G智能手机双卡双待老人老年手机 4GB+64GB漠河夜,749.00,飞利浦手机京东自营旗舰店,https://img13.360buyimg.com/n7/jfs/t1/106142/39/15239/205331/5e718d99Ece91e8d6/606c3a0724ec5ebe.jpg
小辣椒 红辣椒8X Max 6+128GB 深海蓝 3700mAh大电池 6.53英寸水滴屏 全网通4G 双卡双待,799.00,小辣椒手机京东自营官方旗舰店,https://img14.360buyimg.com/n7/jfs/t1/118096/10/2132/320426/5e9eb974E7c8f2abc/dc0a26999616d1f8.jpg
